,Artist,Song Title,Lyrics,Year,word_count,end
555,Slim Featuring Yung Joc,So Fly, Intro Yung Joc Slim Hey I am on my daily baby What What I know you love me baby I am so fly I am so fly Yeah Slim Yung JOC I am so high Im so fly I am so high Verse 1 Slim Just stepped out fresh out the shower Gotta stay fresh take about an hour Gotta get dressed your boy so clean Both of them on I got the blue jeans Fresh pair of shades ice on my wrist Socks to the draws your boy stay fit I am ready I am ready Ca not nobody tell me nothingg Hook Slim I am so fly I am so fly Feels like I am takin off I am so high I am so high Lookin for a shorty to break me off I am so fly I am so fly Feels like I am takin off I am so high I am so high Lookin for a shorty to break me off I am so fly Verse 2 Slim Stop by Q is pick my toy Top drop down let the haters hear the noise Hit that pad and turn that wheel Push that rim make it all disappear Phone is ringin hit the bluetooth Call me on the phone like hey what it do I am comin I am comin And we going to take this over Hook Slim I am so fly I am so fly Feels like I am takin off I am so high I am so high Lookin for a shorty to break me off I am so fly I am so fly Feels like I am takin off I am so high I am so high Lookin for a shorty to break me off I am so fly Bridge Slim As were headin to the club everybody know what is up Through the door VIP All the ladies go with me Order drinks come on in everybody it is on me Showin love can not nobody tell me nothingg I am so fly Verse 3 Yung Joc She ask me how is the air up there you can catch me on the tree top And this right here is a classic like a pair of Reeboks Switchin fo lanes in the old school tee top Twenty H chop chop choppin up them streets hot Lit the club on fire with anything that we drop And make the juicebox wet make the pussy beatbox Yung Joc doing the beatbox She on the hand stand and I love the way she peep out You can tell I amma G you can tell I am a G You can tell I am a G she can tell I am a G I got the Gmail let is play the G code I touch the G spot we in the G4 Hundred dollar bill that is a C Note You got ten of em then that is a G Note I check the time ice blocks on my G shop You know who it is Slim and Yung Jizzoc Hook Slim I am so fly I am so fly Feels like I am takin off I am so high I am so high Lookin for a shorty to break me off I am so fly I am so fly Feels like I am takin off I am so high I am so high Lookin for a shorty to break me off Outro Slim I am so fly feels like I am takin off I am so high Lookin for a shorty to break me off,2008.0,600,"
"
557,T.I. Featuring Rihanna,Live Your Life, Sample over intro Miya hee miya ho miya hu miya haha Miya hee miya ho miya hu miya haha Miya hee miya ho miya hu miya haha Miya hee miya ho miya hu miya haha Intro TI Ay this a special what is happening to all my All my soldiers over there in Iraq Erybody right here What you need to do is be thankful for the life you got yknowmsayin Stop looking at what you are not got Start being thankful for what you do got Let is give it to em baby girl hey Chorus Rihanna You are going to be a shining star In fancy clothes and fancy cars And then you will see you are going to go far Cause everyone knows just who ya areare So live your life AYY Ayyayy You steady chasing that paper Just live your life OHH Ayyayy Ai not got no time for no haters Just live your life AYY Ayyayy No telling where it will take ya Just live your life OHH Ayyayy Cause I am a paper chaser Just living my life AYY my life OHH My life AYY my life OHH Just living my life AYY my life OHH My life AYY my life OHH just living my life Verse 1 TI Hey never mind what haters say ignore em notil they fade away Amazing they ungrateful after all the game I gave away Safe to say I paved the way for you cats to get paid today You would still be wasting days away now had I never saved the day Consider them my protege homage I think they should pay Instead of being gracious they violate in a major way I never been a hater still I love em in a crazy way Some say they sold the yay you know they could not get work on Labor Day It are not that black and white it has an area the shade of gray I am Westside anyway even if I left today and stayed away Some move away to make a way not move away cause they afraid I brought back to the hood and all you ever did was take away I pray for patience but they make me want to melt they face away Like I once made em spray now I could make em put the K is away Been thugging all my life can not say I do not deserve to take a break You would rather see me catch a case and watch my future fade away Chorus Rihanna You are going to be a shining star In fancy clothes and fancy carars And then you will see you are going to go far Cause everyone knows just who ya areare So live your life AYY Ayyayy You steady chasing that paper Just live your life AYY Ayyayy Ai not got no time for no haters Just live your life AYY Ayyayy No telling where it will take ya Just live your life OHH Ayyayy Cause I am a paper chaser Just living my life AYY my life OHH My life AYY my life OHH Just living my life AYY my life OHH My life AYY my life OHH just living my life Verse 2 TI I am the opposite of moderate i am going toculately polished with The spirit of a hustler and the swagger of a college kid Allergic to the counterfeit impartial to the politics Articulate but still I will grab a nigga by the collar quick Whoever having problems with their record sales just holler Tip If that do not work and all else fails then turn around and follow Tip I got love for the game but ay I am not in love with all of it Could do without the fame and rappers nowadays are comedy The hooting and the hollering back and forth with the arguing Where you from who you know what you make and what kind of car you in Seems as though you lost sight of what is important when depositing Them checks into your bank account and you up out of poverty Your values is a disarray prioritizing horribly Unhappy with the riches cause you are piss poor morally Ignoring all prior advice and forewarning And we mighty full of ourselves all of a sudden are not we Chorus Rihanna You are going to be a shining star In fancy clothes and fancy cars And then you will see you are going to go far Cause everyone knows just who ya areare So live your life AYY Ayyayy You steady chasing that paper Just live your life AYY Ayyayy Ai not got no time for no haters Just live your life AYY Ayyayy No telling where it will take ya Just live your life OHH Ayyayy Cause I am a paper chaser Just living my life AYY my life OHH My life AYY my life OHH Just living my life AYY my life OHH My life AYY my life OHH just living my life Bridge Rihanna Got everybody watching what I do come walk in my shoes And see the way I am living if you really want to Got my mind on my money And I am not going awayy So keep on getting your paper and keep on climbing Look in the mirror and keep on shining shinin Until the game ends notil the clock stop We gon post up on the top spot Living the life the life In the Windmill City got my whole team with me The life my life I do it how I want to do I am living my life my life I will never lose I am living my life my life And I will never stop it Sample Miya hee miya ho miya hu miya haha Miya hee miya ho miya hu miya haha Miya hee miya ho miya hu miya haha Miya hee miya ho miya hu miya haha Outro Just Blaze So live your life,2008.0,1009,"
"
558,Birdman Featuring Lil Wayne,Pop Bottles, Hook Jadakiss Lil Wayne and Birdman Start with straight shots and then pop bottles yeah Flirt with the hood rats then pop models uhhuh Start with straight shots and then pop bottles yeah Flirt with the hood rats then pop models Okay we popping champagne like we won a championship game Look like I got on a championship ring Cause I ball hard no bitch we ball harder I am the Birdman and I am the JRah Verse 1 Lil Wayne Okay start with straight shots and then pop bottles Pour it on the models shut up bitch swallow If you can not swallow shut up bitch gargle Straight up out that water with my Marc Jacobs goggles I am fresher than a muhfucker yep I am a muhfucker No I will not take your girl but I will sure take her tongue from her Ca not you tell I am in love woman like no other woman Oh I am sorry sweetheart I thought you were my other woman My bad Hook Jadakiss Lil Wayne and Birdman Start with straight shots and then pop bottles yeah Flirt with the hood rats then pop models uhhuh Start with straight shots and then pop bottles yeah Flirt with the hood rats then pop models Okay we popping champagne like we won a championship game Look like I got on a championship ring Cause I ball hard no bitch we ball harder I am the Birdman and I am the JRah Verse 2 Birdman Now as I recline behind my desk I are not got a lot of Nikes but I got a lot of checks money Got my own shoe brand new on the set Went from sitting in a cell to sitting on a jet From shitting in a cell to shitting on a jet I lost too many friends but I won too many bets I made too much money I are not make enough yet So I scratch and yes Junior is the best So many niggas from my hood on they back So many niggas from your hood on they back That is why we so paid and it be like that I would rather pop a bottle before I pop a gat Hook Jadakiss Lil Wayne and Birdman Start with straight shots and then pop bottles yeah Flirt with the hood rats then pop models well uhhuh Start with straight shots and then pop bottles yeah Flirt with the hood rats then pop models Okay we popping champagne like we won a championship game Look like I got on a championship ring Cause I ball hard no bitch we ball harder I am the Birdman and I am the JRah Verse 3 Birdman Yeah only sipping red champagne White tee red hat red bandanna Uptown choppers for companions Fucking with the Birdman we chopping your companion Fucking with my son and we run up in your mansion Chopper make music bitch start dancing Stunna man back so you know the circumstances And I am cooking up the Carter II no advances All my cars automated automatic No lie we do not even drive no Aston Uptown we packing and we stacking Young Money Cash Money we the champions Hook Jadakiss Lil Wayne and Birdman Start with straight shots and then pop bottles yeah Flirt with the hood rats then pop models uhhuh Start with straight shots and then pop bottles yeah Flirt with the hood rats then pop models Okay we popping champagne like we won a championship game Look like I got on a championship ring Cause I ball hard no bitch we ball harder I am the Birdman and I am the JRah Outro Lil Wayne Ya dig,2008.0,624,"
"
559,Lloyd Featuring Lil Wayne,Girls Around The World, Intro Slick Rick samples + Lloyd All around the world girls all around the world This goes out to girls all around the world I just want to be your man girl So uh going to make you understand girl Lloyd It is the way you flip your hair and those stylish clothes you wear When you walk into the room all my partners stopped and stared at you But they just been the usual It is the tattoo on your back and that brand new Louie bag With them matching high heels I can not help this girl is swag is the truth And I just want to give her love oh Hook Lloyd Girl I can not get you off my mind you are like my favorite song song Just want to turn you on and work you all night long cause I oh I I just want to be your man I just want to be your man Lloyd Just to smell your perfume got me goin out my head See you coming see you going never met someone as bad as you Since you are my favorite girl yeah I know just what you need to make you look complete This platinum wedding ring cause oh I got a thing for you I am a take you around the world oh baby Hook Lil Wayne Ah ha ha yeah OK I am thinking of a master plan Nah I am lying shorty on my mind Shorty like a frying pan and I are not got Nothing but sweat inside my hands So I dig into my pocket all my money is spent But I do not need a cent cause shorty priceless I tell it like this I been all around the world So baby I can take you all around the world I roll up this is a hold up it is Young Money man Shorty made me smile when are not a damn thing funny Heh heh but still do not nothingg move but the money So baby if I move then we move with the money Which is my favorite dish But if I taste you that will probably switch And then we will probably switch Now I am walking up the street whistling this Hook 2X,2008.0,384,"
"
560,Mary J. Blige,Work That,Work your thing out Work your thing out Work your thing out Work your thing out Theres so manya girls I hear you been running From the beautiful queen That you could be becoming You can look at my palm And see the storm coming Read the book of my life And see I have overcome it Just because the length of your hair are not long And they often criticize you for your skin tone Wanna hold your head high Cause you are a pretty woman Get your runway stride home And keep going Girl live ya life I just want to be myself Do not sweat girl be yourself Follow me Follow me Follow me Girl be yourself That is why I be myself And I am going to love it Let em get mad They going to hate anyway Do not you get that Does not matter if you are going on with their plan They will never be happy Cause they are not happy with themselves Na na work what you got I am talking bout things that I know Na na work what you got It is okay show yourself some love Na na work what you got Do not worry bout who is saying what It is going to be fine Work what you got Feelin great because the light is on me Celebrating the things that everyone told me Would never happen but God has put his hands on me And are not a man alive could ever take it from me Working with what I got I going to keep on Taking care of myself I want to live long Ai not never ashamed what life did to me Was not afraid to change cause it was good for me I want to I just want to be myself Do not sweat girl be yourself Follow me Follow me Follow me Girl be yourself That is why I be myself And I am going to love it Let em get mad They going to hate anyway Do not you get that Does not matter if you are going on with their plan They will never be happy Cause they are not happy with themselves Na na work what you got I am talking bout things that I know Na na work what you got It is okay show yourself some love Na na work what you got Do not worry bout who is saying what It is going to be fine Work what you got Work that Work that Work that Girl do not hold back You just be yourself 3x Na na work what you got I am talking bout things that I know Na na work what you got It is okay show yourself some love Na na work what you got Do not worry bout who is saying what It is going to be fine Work what you got Work that Work that Work that Girl do not hold back You just be yourself Work that thing out Work that thing out Work what you got,2008.0,517,"
"
562,Erykah Badu,Honey, Intro We hope you enjoyed your train ride From this point ladies and gentlemen You are on your own New Amerykah 4th World War Please stay tuned For New Amerykah Pt 2 Return of the Ankh Please stay tuned for more Your special ingredient Honey 10 9 8 7 6 5 4 3 2 Two and a half One thank you Verse 1 So tell me Slim what you want to do When you know I am in love with you Every time that I turn around Look for you but you can not be found Fly free baby fine with me I am in love with a bumblebee Ooh Slim boy you killing me But you so sweet to me oww Chorus Honey you so sweet honey Sugar got a long way to catch you You so sweet honey All I going to do is add a little lemon You my favorite drink Hey you make me think Oww Honey yeah boy You so sweet Verse 2 So tell me Slim what is it going to be It do not be like this usually When it come to that what it do I do not fall for that whoopteewoo Ooh boy can you tell me please Wanna know if you feeling me Ooh Slim boy you killing me But you so sweet to me oww Chorus Honey you so sweet honey Sugar got a long way to catch you You so sweet honey All I going to do is add a little lemon You my favorite drink Hey you make me think Oww Honey yeah boy You so sweet honey PreChorus You got that honey You running from me You really turn me on You got that honey Stop acting funny You really turn me on Uh look Verse 3 So tell me Slim what you trying to do I am trying to get me an interview Look for you all over town But you gave me the runaround Fly free baby fine with me I need to know if you are feeling me Can you stick your pinky finger in my tea Cause you so sweet to me oh Chorus Honey you so sweet honey Sugar got a long way to catch you You so sweet honey All I going to do is add a little lemon You my favorite drink Hey you make me think Oww Honey yeah ooh oh oh You so sweet honey Outro PreChorus You got that honey You running from me You really turn me on You got that honey Stop acting funny You really turn me on You got that honey You running from me You really turn me on You got that honey Stop acting funny You really turn me on,2008.0,460,"
"
563,V.I.C.,Get Silly, Intro Soulja Boy tell em The dance floor silly the ladies gon feel me The fellas in the back and they twistin up a Phillie Get silly HEY get silly HEY get silly HEY get silly HEY Get silly HEY get silly HEY get silly HEY get silly HEY Chorus overlap The dance floor silly the ladies gon feel me The fellas in the back and they twistin up a Phillie Get silly HEY get silly HEY get silly HEY get silly HEY The dance floor silly the ladies gon feel me The fellas in the back and they twistin up a Phillie Get silly HEY get silly HEY get silly HEY get silly HEY VIC My chain too silly okay my wrists too silly okay The girls throw me fish cause my rims Big Willie My ride too silly okay I ride too silly okay With four fantastic hoes cause I got a deally Cause now I am worth a millie okay forget a rubberband Cause you can not put a rubberband around a billion I be wildin on a island somewhere just like Gilligan Drillin hoes like a dentist then then then I fill her in Ey back back back I am the man girlfriend I am the reason why you want to lose your man girlfriend HA HA I am calm like the sea sea I am blowed like the wind wind And now that I am straight I am bout to act a fool again Get silly HEY get silly HEY get silly HEY get silly HEY Get silly HEY get silly HEY get silly HEY get silly HEY Hook VIC My shades too silly cause they made by cavalli Jays so excited you can not find em little buddy I am not Nick Cannon but I am Wildn Out clubbin Watchin everybody jockin while I am poppin sumn bubbly Poppin sumn bubbly I am tryin to do it big Da boy from the A I am tryin to represent Dem haters in my way I play this game to win Watch me take it to the ally knock em all off like some pins When I drop drop drop I amma sell like silly Cause everybody dancin and everybody feel me With stacks in my jeans just like my name was billy While I am jockin on you haters just like I pop a wheelie Get silly HEY get silly HEY get silly HEY get silly HEY Get silly HEY get silly HEY get silly HEY get silly HEY Hook Interlude GET SILLY 8X in background That is all yall got That is all they got Yall are not even fightin back man First Hurricane then Soulja Boy Then the African prince of Collipark VIC yup Hook Outro It is all over homey Collipark homey Soulja Boy You snapped on the beat You and Package Store snapped on the beat boy I am tired of slappin these punks around They bore me ha ha Yo yo yo,2008.0,502,"
"
564,Musiq Soulchild,teachme, Verse 1 I was told the true definition of a man was to never cry Work till you tired yeah got to provide yeah Always be the rock for my fam protect them by all means And give you the things that you need baby Our relationship is Suffering Trying to give you what I never had You say I do not know how to love you baby Well I say show me the way I keep my feelings deep inside I shadow them with my pride I am trying desperately baby just work with me Chorus Teach me how to love Show me the way to surrender my heart Girl I am so lost teach me how to love How I can get my Emotions involved Teach me show me how to love Show me the way to surrender my heart Girl I am so lost teach me how to love How I can get my Emotions involved Teach me how to love Verse 2 I was always taught to be strong never let them think you care at all Let no one get close to me before you and me I done shared things with you girl about my past that I never tell To anyone else no just keep it to myself yeah Girl I know I lack affection and expressing my feelings It took me a minute to come and admit this but see I am really tryna Change now want to love you better show me how I am trying desperately baby please work with me Chorus Teach me how to love Show me the way to surrender my heart Girl I am so lost teach me how to love How I can get my Emotions involved Teach me show me how to love Show me the way to surrender my heart Girl I am so lost teach me how to love How I can get my Emotions involved Teach me how to love Bridge Ai not nobody ever took the time to try to teach me what love was but you And I are not never trust no one enough to let them tell me what to do Teach me how to really show it and show me how to really love you baby Teach me please just show me cause I am willing to let go of my fears Girl I am serious about all that I have said Girl I want to love you With all of my heart Baby show me where to start Chorus Teach me how to love Show me the way to surrender my heart Girl I am so lost teach me how to love How I can get my Emotions involved Teach me show me how to love Show me the way to surrender my heart Girl I am so lost teach me how to love How I can get my Emotions involved Teach me how to love Outro Teach me how to love you baby Girl you just teach me how to love you better You know I want to love you better girl,2008.0,518,"
"
565,Alicia Keys,Superwoman, Intro Piano Solo Verse 1 Yeah Everywhere I am turning nothinggg seems complete I stand up and I am searching for the better part of me I hang my head from sorrow slave to humanity I wear it on my shoulders going to find strength in me Why is that Chorus Cause I am a Superwoman Yes I am Yes she is Still when I am a mess I still put on a vest With an S on my chest Oh yes I am a Superwoman Verse 2 And this is for For all the mothers fighting For better days to come And all my women all my women sitting here trying To come home before the sun And all my sisters coming together Say Yes I will and Yes I can Why is that Chorus Cause I am a Superwoman Yes I am Yes she is Still when I am a mess I still put on a vest With an S on my chest Oh yes I am a Superwoman Bridge When I am breaking down and I can not be found As I start to get weak Cause no one knows me underneath these clothes But I can fly We can fly ohh Chorus Cause I am a Superwoman Yes I am Yes she is Still when I am a mess I still put on a vest With an S on my chest Oh yes I am a Superwoman Yes she is Oh let me tell you I am Superwoman yes I am Yes she is Oh yeah Cause even when I am a mess I still put on a vest With an S on my chest Oh yes I am Superwoman Yes I am Said I am a Superwoman Yes she is Hey yeah oh yeah Outro I am super I am super Yes I am yeah Yes we are Yes I am Yes you are Oh,2008.0,320,"
"
566,J. Holiday,Bed, Written by TheDream and Los Da Mystro Intro J Holiday Oooh ooh Ayayay Ay Ayayay Ay Ayayay Ay Put you to bed bed bed Put you to bed bed bed Verse 1 Girl change into that Victoria is Secret thing that I like Alright Okay tonight you are having me your way Perfume Spray it there Put our love in the air Now put me right next to you Finna raise the temp in the room First rub my back like you do Right there uh huh right there uh You touch me like you care Now stop And let me repay you for the week that you have been through Working that nine to five and staying cute like you do Oh oh oh PreChorus I love it I love it You love it you love it Everytime everytime We touching we touchin I want it I want it You want it you want it I will see you see you In the morning in the mornin Chorus Wanna put my fingers through your hair Wrap me up in your legs And love you till your eyes roll back I am tryna put you to bed bed bed I amma put you to bed bed bed Then I amma rock ya body Turn you over Love is war I am your soldier Touching you like it is our first time I amma put you to bed bed bed I amma put you to bed bed bed Verse 2 I am staring at you while you sleep Irreplaceable beauty Put my face up in your neck and breathe Ooh breathe Take you into my senses Wake up it is time to finish Round two round two Matter of fact it is closer to three She like How long I been sleep Shawty kisses turn into the sweetest dreams Like give it to me And I can feel her tell me My angel this is wonderful Thanks for letting me bless ya Come down fly right Drift back into heaven Oh oh oh oh PreChorus I love it I love it You love it you love it Everytime everytime We touching we touchin I want it I want it You want it you want it I will see you see you In the morning in the mornin Chorus Wanna put my fingers through your hair Wrap me up in your legs And love you till your eyes roll back I am tryna put you to bed bed bed I amma put you to bed bed bed Then I amma rock ya body Turn you over Love is war I am your soldier Touching you like it is our first time I amma put you to bed bed bed I amma put you to bed bed bed Bridge Watch the sunlight peak over the horizon Oohooh oohooh oohooh oohooh The sun are not the only thing that is shining Oohooh oohooh oohooh oohooh Now I amma send you out into the world with my love Tell everybody Ay Everybody Ay Ayayay Ay Ayayay Ay Ayayay Ay,2008.0,514,"
"
567,The-Dream,Shawty Is A 10,Shawty Rock To The Beat For Ya Boy Shawty Do It Rock To The Beat For Ya Boy Radio Killa Killa Killa Verse 1 Shawty fine Shawty Tight Shoulda Stayed There All Night With You You With You I Missed Ya Picked Ya Now It is Time I Get Back up With You You Girl With You Oh Yeah We Used To Kick Up At The Park Now She is All Grown Up up Rockin Them Stilettos Jumpin up Outta That Mercedes Truck truck Bridge It Was Kiesha It Was Sonya It Was Tonya It Was Monique It Was Nece It Was Keke Now I See You At 23 All I Can Say Is Chorus Ahh Ahh And I Do not Need No Hook For This Hit Cause Shawty Right There Is a ten a ten Shawty you a ten A ten Shawty you a ten A ten Shawty you a ten A ten Verse 2 Dior Jeans Walk so mean Burberry Fragance On My Shirt From When She Hug Me Hard As A Rock From When She Touched Me Thinkin Now That She Would have Loved Me What It Is What It Ai not Tell Me What To Do I Know I am Late But Destiny Brought Me Back To You Time went byTurned You Into A Butterfly So I am here to say hello Tell Yo Goodbye Bridge It Was Kiesha It Was Sonya It Was Tonya It Was Monique It Was Nece It Was Keke Now That I See You At 23 All I Can Say Is Chorus Ahh Ahh And I Do not Need No Hook For This Hit Cause Shawty Right There Is a ten a ten Shawty you a ten A ten Shawty you a ten A ten Shawty you a ten A ten Verse 3 If She Fine If Shawty Is A Dime You Should Tip Her You Should Tip Her If She Go And You Love Her You Should Tip Her You Should Tip Her If She Fix You Eggs And Grits In The Morning You Should Tip Her You Should Tip Her Pancakes With The Bacon On The Side You Should Tip Me You Should Tip Me Shawty Rock To The Beat For Ya Boy Yeah Yeah Yeah Rock To The Beat For Ya Boy Now To See You At 23 All I Can Say Is Chorus Ahh Aye Ahh And I Do not Need No Hook For This Hit Cause Shawty Right There Is a ten a ten A Ten Shawty You A Ten A Ten Shawty You A Ten A Ten Shawty You A Ten A Ten Oh Yeah,2008.0,440,"
"
568,Jazmine Sullivan,Bust Your Windows,I bust the windows out your car And no it did not mend my broken heart I will probably always have these ugly scars But right now I do not care about that part I bust the windows out your car After I saw you laying next to her I did not want to but I took my turn I am glad I did it cause you had to learn I must admit it helped a little bit To think of how you would feel when you saw it I did not know that I had that much strength But I am glad you see what happens when You see you can not just play with people is feelings Tell them you love them and do not mean it You will probably say that it was juvenile But I think that I deserve to smile I bust the windows out your car You know I did it cause I left my mark Wrote my initials with a crowbar And then I drove off into the dark I bust the windows out your car You should feel lucky that was all I did After 5 whole years of this bullshit Gave you all of me and you played with it I must admit it helped a little bit To think of how you would feel when you saw it I did not know that I had that much strength But I am glad you see what happens when You see you can not just play with people is feelings Tell them you love them and do not mean it You probably say that it was juvenile But I think that I deserve to smile I bust the windows out your car But it do not compare to my broken heart You could never feel how I felt that day Until it happens baby you do not know pain Oh yeah I did it You should know it I are not sorry You deserved it After what you did to me You deserved it I are not sorry no no You broke my heart so I broke your car You caused me pain so I did the same Even though what you did to me was much worse I had to do something to make you hurt Oh but why am I still crying Why am I the one who is still crying Oh oh you really hurt me baby You really really hurt me baby Hey hey hey hey hey hey hey Now watch me you Now watch me you I bust the windows out your car,2008.0,436,"
"
569,Fantasia,When I See U, Verse 1 I put your picture on my mirror Start to blush when somebody says your name In my stomach there is a pain See you walk in my direction I go the other way I start to stutter when I speak Try to stand but my knees go weak What is happening to me Anybody can you tell me what it means I lay my head on my pillow Staring out the window Wish on a star for a sign Is this the reason why Chorus You are always on my mind When you come around I get shy When I see you when I see you Never know when you might walk by So I going to be right on time When I see you when I see you Verse 2 I scribble X is and O is in my notebook Checking how my hair and nails look I feel myself in the zone I get nervous when you call So I say I am not home I see your face When I hear my favorite song Should I send a email at home You are the number one topic on the phone I wonder if you know or do you have a clue I lay my head on my pillow You got me staring out the window Wish on a star for a sign What is the reason why Yeah Chorus You are always on my mind When you come around I get shy When I see you when I see you Never know when you might walk by So I going to be right on time When I see you when I see you Bridge Something now is taking over me Yeah yeah yeah yeah yeah yeah I am not going to run I am just going to stand here and see Ooo yeah Chorus You are always on my mind When you come around I get shy When I see you when I see you Never know when you might walk by So I going to be right on time When I see you when I see you You are always on my mind When you come around I get shy When I see you when I see you Never know when you might walk by So I going to be right on time When I see you when I see you,2008.0,397,"
"
570,Beyonce,Single Ladies (Put A Ring On It), Produced by Beyonc TheDream and Tricky Stewart Intro All the single ladies All the single ladies All the single ladies All the single ladies All the single ladies All the single ladies All the single ladies Now put your hands up Verse 1 Up in the club club just broke up up I am doing my own little thing Decided to dip dip but now you want to trip trip Cause another brother noticed me I am up on him him he up on me me Do not pay him any attention Cried my tears tears for three good years years You can not be mad at me Chorus Cause if you like it then you shoulda put a ring on it If you like it then you shoulda put a ring on it Do not be mad once you see that he want it If you like it then you shoulda put a ring on it Whoa oh oh ohoh oh oh oh oh oh Whoa oh oh ohoh oh oh oh oh oh Cause if you like it then you shoulda put a ring on it If you like it then you shoulda put a ring on it Do not be mad once you see that he want it If you like it then you shoulda put a ring on it Verse 2 I got gloss on my lips lips a man on my hips hips Hold me tighter than my Deron jeans Acting up up drink in my cup cup I can not care less what you think I need no permission did I mention Do not pay him any attention Cause you had your turn turn But now you gon learn What it really feels like to miss me Chorus Cause if you like it then you shoulda put a ring on it If you like it then you shoulda put a ring on it Do not be mad once you see that he want it If you like it then you shoulda put a ring on it Whoa oh oh ohoh oh oh oh oh oh Whoa oh oh ohoh oh oh oh oh oh Cause if you like it then you shoulda put a ring on it If you like it then you shoulda put a ring on it Do not be mad once you see that he want it If you like it then you shoulda put a ring on it Whoa oh oh ohoh oh oh oh oh oh Whoa oh oh ohoh oh oh oh oh oh Bridge Do not treat me to the things of the world I am not that kind of girl Your love is what I prefer what I deserve Here is a man that makes me then takes me And delivers me to a destiny to infinity and beyond Pull me into your arms Say I am the one you want If you do not you will be alone And like a ghost I will be gone Bridge All the single ladies All the single ladies All the single ladies All the single ladies All the single ladies All the single ladies All the single ladies Now put your hands up Whoa oh oh ohoh oh oh oh oh oh Whoa oh oh ohoh oh oh oh oh oh Whoa oh oh oh Chorus Cause if you like it then you shoulda put a ring on it If you like it then you shoulda put a ring on it Do not be mad once you see that he want it If you like it then you shoulda put a ring on it Whoa oh oh oh Cause if you like it then you shoulda put a ring on it If you like it then you shoulda put a ring on it Do not be mad once you see that he want it If you like it then you shoulda put a ring on it Whoa oh oh,2008.0,661,"
"
571,Ne-Yo,Closer, Intro Closer Closer Closer Closer Verse 1 Turn the lights off in this place And she shines just like a star And I swear I know her face I just do not know who you are Turn the music up in here I still hear her loud and clear Like she is right there in my ear Telling me that she wants to own me To control me PreHook Come closer Come closer Hook And I just can not pull myself away Under her spell I can not break I just can not stop I just can not stop I just can not stop I just can not stop And I just can not bring myself no way But I do not want to escape I just can not stop I just can not stop I just can not stop I just can not stop Verse 2 I can feel her on my skin I can taste her on my tongue She is the sweetest taste of sin The more I get the more I want She wants to own me PreHook Come closer Come closer Hook And I just can not pull myself away Under her spell I can not break I just can not stop I just can not stop I just can not stop I just can not stop And I just can not bring myself no way But I do not want to escape I just can not stop I just can not stop I just can not stop I just can not stop Interlude 1 Come closer Come closer Come closer Come closer Interlude 2 I just can not stop no no I just can not stop no no I just can not stop no no I just can not stop no no No no no no Hook And I just can not pull myself away Under her spell I can not break I just can not stop I just can not stop I just can not stop I just can not stop And I just can not bring myself no way But I do not want to escape I just can not stop I just can not stop I just can not stop I just can not stop And I just can not pull myself away Under her spell I can not break I just can not stop I just can not stop I just can not stop I just can not stop Come closer,2008.0,411,"
"
